[2026-03-17T07:33:21.342Z] GET http://localhost:3000/_next/static/chunks/_0c508bdc._.js → 200 (58ms, 129136B)
[2026-03-17T07:33:21.342Z] GET http://localhost:3000/_next/static/chunks/src_app_app_%5BpostId%5D_review_page_tsx_7de84f83._.js → 200 (48ms, 240B)
[2026-03-17T07:33:21.342Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1cf6b850.js → 200 (58ms, 206B)
[2026-03-17T07:33:21.415Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (53ms, 15433B)
[2026-03-17T07:33:21.415Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c7192189._.js → 200 (52ms, 288B)
[2026-03-17T07:33:21.474Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-03-17T07:33:22.748Z] POST http://localhost:3000/api/auth → pending (?ms, ?B)
[2026-03-17T07:34:36.211Z] GET http://localhost:3000/app/j979kjvfnrr1zfdnekpq8dqjnh832k51/review → 200 (869ms, 28291B)
[2026-03-17T07:34:37.084Z] GET http://localhost:3000/_next/static/media/5f402bd2d8eef81a-s.p.b72f0478.woff2 → 200 (?ms, ?B)
[2026-03-17T07:34:37.084Z] GET http://localhost:3000/_next/static/media/a343f882a40d2cc9-s.p.71e1367e.woff2 → 200 (?ms, ?B)
[2026-03-17T07:34:37.084Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__6d41bae8._.css → 200 (5ms, 73419B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_956a0d3a._.js → 200 (4ms, 671B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js → pending (?ms, ?B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js → 200 (12ms, 171046B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js → pending (?ms, ?B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js → 200 (19ms, 144411B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_17643121._.js → 200 (42ms, ?B)
[2026-03-17T07:34:37.085Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_f3530cac._.js → 200 (27ms, 208383B)
